epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,train_mIoU,val_Dice,val_loss,val_mIoU
,0.001,0,,,,,,
0,,9,,0.538190484046936,,,,
0,,19,,0.48738157749176025,,,,
0,,29,,0.44468680024147034,,,,
0,,39,,0.36576616764068604,,,,
0,,49,,0.3908963203430176,,,,
0,,59,,0.3826243579387665,,,,
0,,69,,0.42628106474876404,,,,
0,,79,,0.35972151160240173,,,,
0,,89,,0.3471497595310211,,,,
0,,99,,0.33684420585632324,,,,
0,,109,,0.2934409976005554,,,,
0,,119,,0.3416147232055664,,,,
0,,129,,0.453340619802475,,,,
0,,139,,0.41278892755508423,,,,
0,,149,,0.3127819895744324,,,,
0,,159,,0.2729904353618622,,,,
0,,169,,0.304242342710495,,,,
0,,179,,0.4156110882759094,,,,
0,,183,,,,0.8149773478507996,0.2993670701980591,0.7084725499153137
0,,183,0.39210689067840576,,0.6461701393127441,,,
,0.001,184,,,,,,
1,,189,,0.3859195113182068,,,,
1,,199,,0.3299901783466339,,,,
1,,209,,0.2315947264432907,,,,
1,,219,,0.3293291926383972,,,,
1,,229,,0.26964086294174194,,,,
1,,239,,0.3719156086444855,,,,
1,,249,,0.3127844035625458,,,,
1,,259,,0.27169269323349,,,,
1,,269,,0.24437221884727478,,,,
1,,279,,0.32651829719543457,,,,
1,,289,,0.3213123381137848,,,,
1,,299,,0.29522424936294556,,,,
1,,309,,0.3390634059906006,,,,
1,,319,,0.24396242201328278,,,,
1,,329,,0.29565849900245667,,,,
1,,339,,0.23431551456451416,,,,
1,,349,,0.32366904616355896,,,,
1,,359,,0.2546616792678833,,,,
1,,367,,,,0.828301191329956,0.26064568758010864,0.7278790473937988
1,,367,0.29850929975509644,,0.7042909264564514,,,
,0.001,368,,,,,,
2,,369,,0.22288763523101807,,,,
2,,379,,0.1915038526058197,,,,
2,,389,,0.2463802546262741,,,,
2,,399,,0.24369153380393982,,,,
2,,409,,0.24094818532466888,,,,
2,,419,,0.3276064991950989,,,,
2,,429,,0.26576724648475647,,,,
2,,439,,0.3561670184135437,,,,
2,,449,,0.22549434006214142,,,,
2,,459,,0.25051024556159973,,,,
2,,469,,0.2757911682128906,,,,
2,,479,,0.33899080753326416,,,,
2,,489,,0.27445775270462036,,,,
2,,499,,0.2728270888328552,,,,
2,,509,,0.3309175372123718,,,,
2,,519,,0.2827802300453186,,,,
2,,529,,0.23408137261867523,,,,
2,,539,,0.24553532898426056,,,,
2,,549,,0.18548260629177094,,,,
2,,551,,,,0.8272495269775391,0.29994797706604004,0.7223196625709534
2,,551,0.26310187578201294,,0.7308281660079956,,,
,0.001,552,,,,,,
3,,559,,0.2393871545791626,,,,
3,,569,,0.2154657542705536,,,,
3,,579,,0.19591331481933594,,,,
3,,589,,0.19939887523651123,,,,
3,,599,,0.20804966986179352,,,,
3,,609,,0.198390394449234,,,,
3,,619,,0.20517702400684357,,,,
3,,629,,0.21387864649295807,,,,
3,,639,,0.2842690646648407,,,,
3,,649,,0.27070295810699463,,,,
3,,659,,0.22937537729740143,,,,
3,,669,,0.31645703315734863,,,,
3,,679,,0.20547857880592346,,,,
3,,689,,0.21459612250328064,,,,
3,,699,,0.22931011021137238,,,,
3,,709,,0.20937702059745789,,,,
3,,719,,0.2157544493675232,,,,
3,,729,,0.2533477246761322,,,,
3,,735,,,,0.8196207880973816,0.2874610722064972,0.7138543128967285
3,,735,0.24383756518363953,,0.7452020645141602,,,
,0.001,736,,,,,,
4,,739,,0.19282738864421844,,,,
4,,749,,0.31356629729270935,,,,
4,,759,,0.33203279972076416,,,,
4,,769,,0.227752685546875,,,,
4,,779,,0.20062009990215302,,,,
4,,789,,0.23878946900367737,,,,
4,,799,,0.29512521624565125,,,,
4,,809,,0.18823741376399994,,,,
4,,819,,0.2241569310426712,,,,
4,,829,,0.20278136432170868,,,,
4,,839,,0.15292300283908844,,,,
4,,849,,0.2034246176481247,,,,
4,,859,,0.19698943197727203,,,,
4,,869,,0.2341776043176651,,,,
4,,879,,0.22787852585315704,,,,
4,,889,,0.209981307387352,,,,
4,,899,,0.2065582126379013,,,,
