epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,train_mIoU,val_Dice,val_loss,val_mIoU
,0.001,0,,,,,,
0,,9,,0.5438244342803955,,,,
0,,19,,0.5252761840820312,,,,
0,,29,,0.5455395579338074,,,,
0,,39,,0.5419750809669495,,,,
0,,49,,0.5354698896408081,,,,
0,,59,,0.5481619834899902,,,,
0,,69,,0.5667241811752319,,,,
0,,79,,0.5266091823577881,,,,
0,,89,,0.5234008431434631,,,,
0,,99,,0.5340780019760132,,,,
0,,109,,0.4857117235660553,,,,
0,,119,,0.49747657775878906,,,,
0,,129,,0.5258535742759705,,,,
0,,139,,0.48705634474754333,,,,
0,,149,,0.5532349944114685,,,,
0,,159,,0.5433104038238525,,,,
0,,169,,0.5349264740943909,,,,
0,,179,,0.48107168078422546,,,,
0,,189,,0.44825243949890137,,,,
0,,199,,0.4657329320907593,,,,
0,,209,,0.4768292307853699,,,,
0,,219,,0.456794798374176,,,,
0,,229,,0.4332304298877716,,,,
0,,239,,0.5092121958732605,,,,
0,,249,,0.4432078003883362,,,,
0,,259,,0.47900086641311646,,,,
0,,269,,0.47124212980270386,,,,
0,,279,,0.42814749479293823,,,,
0,,289,,0.488725483417511,,,,
0,,299,,0.41715145111083984,,,,
0,,309,,0.4385439157485962,,,,
0,,319,,0.43264371156692505,,,,
0,,329,,0.44204145669937134,,,,
0,,339,,0.44262075424194336,,,,
0,,349,,0.4731924831867218,,,,
0,,359,,0.415714830160141,,,,
0,,369,,0.4131622314453125,,,,
0,,379,,0.45328831672668457,,,,
0,,389,,0.4154539704322815,,,,
0,,399,,0.47512614727020264,,,,
0,,409,,0.4294126331806183,,,,
0,,419,,0.4467865228652954,,,,
0,,429,,0.38154473900794983,,,,
0,,439,,0.48212292790412903,,,,
0,,449,,0.4604797959327698,,,,
0,,459,,0.44411543011665344,,,,
0,,469,,0.4300526976585388,,,,
0,,479,,0.4554460644721985,,,,
0,,489,,0.3893353044986725,,,,
0,,499,,0.39142942428588867,,,,
0,,509,,0.4089963138103485,,,,
0,,519,,0.399872362613678,,,,
0,,529,,0.37871602177619934,,,,
0,,539,,0.5224801301956177,,,,
0,,549,,0.4664819836616516,,,,
0,,559,,0.42249932885169983,,,,
0,,569,,0.4260736107826233,,,,
0,,579,,0.5492080450057983,,,,
0,,589,,0.3668796420097351,,,,
0,,599,,0.426016628742218,,,,
0,,609,,0.4229820668697357,,,,
0,,619,,0.47635337710380554,,,,
0,,629,,0.40407493710517883,,,,
0,,639,,0.38230472803115845,,,,
0,,649,,0.4189634919166565,,,,
0,,659,,0.37618792057037354,,,,
0,,669,,0.40888741612434387,,,,
0,,679,,0.39585080742836,,,,
0,,689,,0.3661510944366455,,,,
0,,699,,0.3816269040107727,,,,
0,,709,,0.3813643753528595,,,,
0,,719,,0.42630165815353394,,,,
0,,729,,0.4866660237312317,,,,
0,,735,,,,0.6062467098236084,0.4123729169368744,0.4644244909286499
0,,735,0.4600454270839691,,0.3842594623565674,,,
,0.0009998904513956854,736,,,,,,
1,,739,,0.4107305407524109,,,,
1,,749,,0.40580737590789795,,,,
1,,759,,0.33943119645118713,,,,
1,,769,,0.3804640471935272,,,,
1,,779,,0.3179228603839874,,,,
1,,789,,0.36725109815597534,,,,
1,,799,,0.3587267994880676,,,,
1,,809,,0.4740743339061737,,,,
1,,819,,0.500480055809021,,,,
1,,829,,0.37023913860321045,,,,
1,,839,,0.4443121552467346,,,,
1,,849,,0.3714193105697632,,,,
1,,859,,0.3888165056705475,,,,
1,,869,,0.3920825123786926,,,,
1,,879,,0.47581738233566284,,,,
1,,889,,0.42791876196861267,,,,
1,,899,,0.3870958387851715,,,,
1,,909,,0.4634517729282379,,,,
1,,919,,0.37918537855148315,,,,
1,,929,,0.4051915407180786,,,,
1,,939,,0.34167832136154175,,,,
1,,949,,0.41247260570526123,,,,
1,,959,,0.3761352002620697,,,,
1,,969,,0.4016712009906769,,,,
1,,979,,0.38165390491485596,,,,
1,,989,,0.36211520433425903,,,,
1,,999,,0.37535420060157776,,,,
1,,1009,,0.362661212682724,,,,
1,,1019,,0.3925108313560486,,,,
1,,1029,,0.31312745809555054,,,,
1,,1039,,0.4983486235141754,,,,
1,,1049,,0.34605973958969116,,,,
1,,1059,,0.3112865686416626,,,,
1,,1069,,0.3915376663208008,,,,
1,,1079,,0.5267635583877563,,,,
1,,1089,,0.4210769832134247,,,,
1,,1099,,0.33611249923706055,,,,
1,,1109,,0.4668789505958557,,,,
1,,1119,,0.40305662155151367,,,,
1,,1129,,0.3560023307800293,,,,
1,,1139,,0.5197963714599609,,,,
1,,1149,,0.37817513942718506,,,,
1,,1159,,0.4044116139411926,,,,
1,,1169,,0.38228434324264526,,,,
1,,1179,,0.3278558850288391,,,,
1,,1189,,0.41258105635643005,,,,
1,,1199,,0.40924322605133057,,,,
1,,1209,,0.46711012721061707,,,,
1,,1219,,0.40746963024139404,,,,
1,,1229,,0.3840794265270233,,,,
1,,1239,,0.36758095026016235,,,,
1,,1249,,0.3128998875617981,,,,
1,,1259,,0.4854232966899872,,,,
1,,1269,,0.39267727732658386,,,,
1,,1279,,0.4373321533203125,,,,
1,,1289,,0.366309255361557,,,,
1,,1299,,0.35444965958595276,,,,
1,,1309,,0.39951521158218384,,,,
1,,1319,,0.40549159049987793,,,,
1,,1329,,0.3720962405204773,,,,
1,,1339,,0.3771038055419922,,,,
1,,1349,,0.4459209144115448,,,,
1,,1359,,0.30067136883735657,,,,
1,,1369,,0.3938334286212921,,,,
1,,1379,,0.330584317445755,,,,
1,,1389,,0.48470139503479004,,,,
1,,1399,,0.35994070768356323,,,,
1,,1409,,0.30110710859298706,,,,
1,,1419,,0.32574912905693054,,,,
1,,1429,,0.4610629975795746,,,,
1,,1439,,0.3975468873977661,,,,
1,,1449,,0.3468787968158722,,,,
1,,1459,,0.4691585302352905,,,,
1,,1469,,0.4025822877883911,,,,
